phase,mode,task_id,domain,batch,subject,target_relation,expected,actual,reasoning_mode,correct,faithful,support,retrieval_score,elapsed_ms
Batch 5 Invalid Stress Test after replay,vector_only,external_geo_t002,external_geo_kgqa,External Geo KGQA,France,CAPITAL_CONTINENT,Europe,Europe,vector_only_unverified,True,False,retrieved:France-CAPITAL_CONTINENT-Europe,0.4951,0.6319999811239541
Batch 5 Invalid Stress Test after replay,vector_only,external_geo_t003,external_geo_kgqa,External Geo KGQA,Japan,CAPITAL_CONTINENT,Asia,Asia,vector_only_unverified,True,False,retrieved:Japan-CAPITAL_CONTINENT-Asia,0.5034,0.621084007434547
Batch 5 Invalid Stress Test after replay,vector_only,external_geo_t004,external_geo_kgqa,External Geo KGQA,Canada,CAPITAL_CONTINENT,North America,North America,vector_only_unverified,True,False,retrieved:Canada-CAPITAL_CONTINENT-North America,0.4941,0.6201670039445162
Batch 5 Invalid Stress Test after replay,vector_only,external_geo_t005,external_geo_kgqa,External Geo KGQA,Brazil,CAPITAL_CONTINENT,South America,South America,vector_only_unverified,True,False,retrieved:Brazil-CAPITAL_CONTINENT-South America,0.5073,0.6325000140350312
Batch 5 Invalid Stress Test after replay,vector_only,external_geo_t006,external_geo_kgqa,External Geo KGQA,Egypt,CAPITAL_CONTINENT,Africa,Africa,vector_only_unverified,True,False,retrieved:Egypt-CAPITAL_CONTINENT-Africa,0.5,0.6261250237002969
Batch 5 Invalid Stress Test after replay,vector_only,external_geo_t007,external_geo_kgqa,External Geo KGQA,Australia,CAPITAL_CONTINENT,Oceania,Oceania,vector_only_unverified,True,False,retrieved:Australia-CAPITAL_CONTINENT-Oceania,0.5112,0.6199579802341759
Batch 5 Invalid Stress Test after replay,vector_only,external_geo_t008,external_geo_kgqa,External Geo KGQA,United States,CAPITAL_CONTINENT,North America,North America,vector_only_unverified,True,False,retrieved:United States-CAPITAL_CONTINENT-North America,0.4854,0.6157500029075891
Batch 5 Invalid Stress Test after replay,vector_only,external_geo_t009,external_geo_kgqa,External Geo KGQA,Germany,CAPITAL_CONTINENT,Europe,Europe,vector_only_unverified,True,False,retrieved:Germany-CAPITAL_CONTINENT-Europe,0.4814,0.6248750141821802
Batch 5 Invalid Stress Test after replay,vector_only,external_geo_t010,external_geo_kgqa,External Geo KGQA,Kenya,CAPITAL_CONTINENT,Africa,Africa,vector_only_unverified,True,False,retrieved:Kenya-CAPITAL_CONTINENT-Africa,0.5112,0.6152909772936255
Batch 5 Invalid Stress Test after replay,vector_only,external_geo_t011,external_geo_kgqa,External Geo KGQA,Mexico,CAPITAL_CONTINENT,North America,North America,vector_only_unverified,True,False,retrieved:Mexico-CAPITAL_CONTINENT-North America,0.4946,0.6205420067999512
Batch 5 Invalid Stress Test after replay,vector_only,external_geo_t012,external_geo_kgqa,External Geo KGQA,Argentina,CAPITAL_CONTINENT,South America,South America,vector_only_unverified,True,False,retrieved:Argentina-CAPITAL_CONTINENT-South America,0.4946,0.6149169930722564
Batch 5 Invalid Stress Test after replay,vector_only,external_geo_t013,external_geo_kgqa,External Geo KGQA,South Korea,CAPITAL_CONTINENT,Asia,Asia,vector_only_unverified,True,False,retrieved:South Korea-CAPITAL_CONTINENT-Asia,0.5107,0.6163750076666474
Batch 5 Invalid Stress Test after replay,vector_only,external_geo_t014,external_geo_kgqa,External Geo KGQA,Italy,CAPITAL_CONTINENT,Europe,Europe,vector_only_unverified,True,False,retrieved:Italy-CAPITAL_CONTINENT-Europe,0.5283,0.6174169830046594
Batch 5 Invalid Stress Test after replay,vector_only,external_geo_t015,external_geo_kgqa,External Geo KGQA,Nigeria,CAPITAL_CONTINENT,Africa,Africa,vector_only_unverified,True,False,retrieved:Nigeria-CAPITAL_CONTINENT-Africa,0.5244,0.6148329994175583
Batch 5 Invalid Stress Test after replay,vector_only,math_t1,math,Batch 2 Math,math_problem_x_plus_2_eq_5,HAS_SOLUTION,x_equals_3,x_equals_3,vector_only_unverified,True,False,retrieved:math_problem_x_plus_2_eq_5-HAS_SOLUTION-x_equals_3,0.5181,0.6252079911064357
Batch 5 Invalid Stress Test after replay,vector_only,math_t2,math,Batch 2 Math,math_problem_2x_eq_10,HAS_SOLUTION,x_equals_5,x_equals_5,vector_only_unverified,True,False,retrieved:math_problem_2x_eq_10-HAS_SOLUTION-x_equals_5,0.5044,0.6322080153040588
Batch 5 Invalid Stress Test after replay,vector_only,math_t3,math,Batch 2 Math,math_problem_x_minus_4_eq_2,HAS_SOLUTION,x_equals_6,x_equals_6,vector_only_unverified,True,False,retrieved:math_problem_x_minus_4_eq_2-HAS_SOLUTION-x_equals_6,0.4844,0.6421250000130385
Batch 5 Invalid Stress Test after replay,vector_only,rca_t1,rca,Batch 3 RCA,incident_checkout_latency,HAS_ROOT_CAUSE,cause_database_bottleneck,cause_database_bottleneck,vector_only_unverified,True,False,retrieved:incident_checkout_latency-HAS_ROOT_CAUSE-cause_database_bottleneck,0.502,0.6335000216495246
Batch 5 Invalid Stress Test after replay,vector_only,rca_t2,rca,Batch 3 RCA,incident_api_errors,HAS_ROOT_CAUSE,cause_auth_service_degradation,cause_auth_service_degradation,vector_only_unverified,True,False,retrieved:incident_api_errors-HAS_ROOT_CAUSE-cause_auth_service_degradation,0.4858,0.6187499966472387
Batch 5 Invalid Stress Test after replay,vector_only,rca_t3,rca,Batch 3 RCA,incident_payment_failures,HAS_ROOT_CAUSE,cause_payment_gateway_outage,cause_payment_gateway_outage,vector_only_unverified,True,False,retrieved:incident_payment_failures-HAS_ROOT_CAUSE-cause_payment_gateway_outage,0.5005,0.6176669849082828
Batch 5 Invalid Stress Test after replay,vector_only,forecast_t1,forecast,Batch 4 Forecast,forecast_case_churn_q3,FORECAST_RISK,risk_high_churn,risk_high_churn,vector_only_unverified,True,False,retrieved:forecast_case_churn_q3-FORECAST_RISK-risk_high_churn,0.4902,0.6187910039443523
Batch 5 Invalid Stress Test after replay,vector_only,forecast_t2,forecast,Batch 4 Forecast,forecast_case_inventory,FORECAST_RISK,risk_stockout,risk_stockout,vector_only_unverified,True,False,retrieved:forecast_case_inventory-FORECAST_RISK-risk_stockout,0.4775,0.6184589874465019
Batch 5 Invalid Stress Test after replay,vector_only,forecast_t3,forecast,Batch 4 Forecast,forecast_case_fraud,FORECAST_RISK,risk_fraud_escalation,risk_fraud_escalation,vector_only_unverified,True,False,retrieved:forecast_case_fraud-FORECAST_RISK-risk_fraud_escalation,0.4854,0.6166660168673843
